country_old,threshold,area,extent_2000,extent_2010,gain_2000-2020,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,tree_cover_2000,carbon_stocks_2000,avg_carbon_stocks_2000,carbon_emissions_yr,carbon_removals_yr,net_flux_yr,emissions_2001,emissions_2002,emissions_2003,emissions_2004,emissions_2005,emissions_2006,emissions_2007,emissions_2008,emissions_2009,emissions_2010,emissions_2011,emissions_2012,emissions_2013,emissions_2014,emissions_2015,emissions_2016,emissions_2017,emissions_2018,emissions_2019,emissions_2020,emissions_2021,emissions_2022,emissions_2023,subnational1,iso,loss__year,tree_cover_loss,tree_cover_loss_from_fires,country
Algeria,50,446828,19037,3580,3995,48,21,18,65,72,202,48,163,123,46,27,287,37,56,62,37,54,45,94,62,175,123,1127,19037,989220,52,43591.0,90739.0,-47148.0,14431.0,4174.0,5078.0,20073.0,15512.0,52869.0,13005.0,40615.0,33454.0,13946.0,8819.0,64533.0,10419.0,15948.0,21797.0,11599.0,15449.0,16134.0,32932.0,19378.0,59376.0,45263.0,467778.0,Bouira,MEX,2012.0,174753.0638,22411.91207,Algeria
Algeria,75,446828,6643,1032,3995,32,4,5,25,10,61,15,46,53,22,15,78,16,13,21,8,11,15,22,23,64,44,454,6643,381547,57,18364.0,36881.0,-18517.0,10826.0,1086.0,1715.0,8127.0,3062.0,19504.0,5042.0,14015.0,17031.0,7003.0,5137.0,20897.0,5348.0,4776.0,8828.0,3835.0,4405.0,6392.0,9423.0,7941.0,25166.0,18808.0,214011.0,Bouira,MKD,2012.0,2938.742773,585.189644,Algeria
Algeria,30,145187,28219,22071,1007,64,45,18,79,59,126,117,337,153,80,119,148,56,103,135,135,430,75,214,193,170,130,868,28219,1329131,47,48049.0,115727.0,-67678.0,17861.0,14700.0,4559.0,22784.0,16652.0,35521.0,34815.0,98160.0,45585.0,25111.0,37394.0,42197.0,18940.0,31846.0,41736.0,42449.0,132442.0,24050.0,68086.0,57694.0,56671.0,44560.0,191310.0,Boumerdès,MOZ,2012.0,139946.215,1371.542092,Algeria
Algeria,50,145187,18983,10510,1007,54,36,12,68,49,105,99,279,130,68,106,116,36,65,90,92,304,53,141,106,112,88,715,18983,989045,52,38527.0,77684.0,-39157.0,15564.0,11173.0,3248.0,20463.0,14581.0,31039.0,30814.0,85742.0,40369.0,22273.0,34187.0,35059.0,14101.0,22413.0,30698.0,32469.0,103268.0,18374.0,48604.0,34904.0,40367.0,32618.0,163792.0,Boumerdès,MRT,2012.0,0.0,0.0,Algeria
Algeria,75,145187,8730,3667,1007,33,23,6,45,26,67,64,175,88,47,79,61,17,29,39,41,147,24,53,30,35,39,400,8730,515287,59,22558.0,36387.0,-13828.0,9873.0,7226.0,1846.0,14581.0,8253.0,20983.0,20753.0,57022.0,29043.0,15817.0,26495.0,20115.0,7900.0,11907.0,15998.0,18429.0,60432.0,9316.0,20852.0,11883.0,14677.0,15995.0,99450.0,Boumerdès,MSR,2012.0,2.212332165,0.147455351,Algeria
Algeria,30,16100412,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,0.0,7.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Béchar,NAM,2012.0,25.83249602,0.438614494,Algeria
Algeria,50,16100412,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,0.0,7.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Béchar,NCL,2012.0,838.327987,122.8171398,Algeria
Algeria,75,16100412,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Béchar,NER,2012.0,0.074763426,0.0,Algeria
Algeria,30,322633,101020,75259,4424,75,122,64,224,102,444,220,249,526,256,309,1176,171,734,693,904,3723,405,396,1632,4040,620,8991,101020,5328761,53,404998.0,389519.0,15479.0,22865.0,36304.0,20297.0,68958.0,30953.0,139172.0,73314.0,82726.0,156403.0,74935.0,95424.0,382125.0,50224.0,228856.0,229617.0,301313.0,1308105.0,140330.0,133699.0,559404.0,1484627.0,217432.0,3477876.0,Béjaïa,NZL,2012.0,69498.51588,1898.822471,Algeria
Algeria,50,322633,75339,45726,4424,64,101,56,178,86,358,184,215,450,202,266,988,114,492,495,611,2758,313,285,1163,2818,432,7213,75339,4383608,58,338090.0,289341.0,48749.0,20658.0,32534.0,18791.0,59442.0,27673.0,120401.0,65908.0,75546.0,141550.0,64775.0,87241.0,341162.0,37044.0,172652.0,182660.0,230481.0,1064961.0,118961.0,105249.0,439323.0,1191719.0,169553.0,3007785.0,Béjaïa,PAK,2012.0,238.8369402,73.75957324,Algeria
Algeria,75,322633,43184,20583,4424,38,70,36,105,50,225,126,149,315,115,191,525,45,198,225,251,1349,185,142,548,1465,212,4246,43184,2814569,65,208937.0,168343.0,40594.0,13575.0,24431.0,13230.0,38946.0,17928.0,82316.0,48826.0,56497.0,107263.0,41324.0,68529.0,206356.0,17027.0,84381.0,99130.0,113843.0,595226.0,77557.0,58732.0,232899.0,739900.0,96664.0,1970967.0,Béjaïa,PAN,2012.0,17044.26955,672.276728,Algeria
Algeria,30,407521,37209,25138,3949,132,104,41,71,317,295,207,157,207,93,569,371,555,167,43,84,166,122,141,419,829,66,165,37209,1637438,44,44358.0,182127.0,-137769.0,21761.0,18167.0,7496.0,16804.0,68527.0,51639.0,33389.0,32156.0,43901.0,15594.0,129393.0,64361.0,117200.0,28431.0,7634.0,19634.0,33117.0,31634.0,27045.0,66994.0,144613.0,13799.0,26944.0,Chlef,PRI,2012.0,653.7553944,6.733740761,Algeria
Algeria,50,407521,25164,15875,3949,99,78,27,37,262,252,159,117,168,82,483,339,394,117,30,61,110,88,112,270,581,46,125,25164,1167285,46,34567.0,126374.0,-91807.0,15841.0,13926.0,5397.0,9437.0,56526.0,44035.0,26301.0,24611.0,35833.0,13586.0,111326.0,59680.0,89240.0,20399.0,5184.0,14882.0,22333.0,23171.0,21673.0,44107.0,107007.0,9874.0,20669.0,Chlef,PRK,2012.0,16681.67861,2255.828914,Algeria
Algeria,75,407521,10481,8358,3949,65,47,16,12,161,191,88,64,123,58,312,237,159,39,13,39,39,27,44,93,255,17,66,10481,534742,51,19496.0,54989.0,-35493.0,10429.0,8478.0,3206.0,2825.0,32703.0,32672.0,14751.0,12967.0,25947.0,9123.0,73515.0,43442.0,45319.0,8905.0,2445.0,10160.0,8564.0,8018.0,8838.0,16501.0,53728.0,4401.0,11469.0,Chlef,PRT,2012.0,58236.13518,23921.91326,Algeria
Algeria,30,224419,5912,2007,324,5,15,123,10,23,42,40,31,163,7,41,138,34,44,5,62,58,13,16,50,6,38,97,5912,298220,50,12178.0,25391.0,-13214.0,1150.0,6358.0,40008.0,2804.0,6260.0,12487.0,11970.0,9407.0,43968.0,1520.0,11679.0,24495.0,7997.0,9310.0,1548.0,12280.0,14112.0,5101.0,4964.0,10784.0,2376.0,8544.0,30963.0,Constantine,RWA,2012.0,1090.451742,0.538030374,Algeria
Algeria,50,224419,3514,408,324,4,11,106,6,18,33,30,18,119,3,27,111,24,26,3,46,42,12,9,30,3,20,76,3514,182704,52,9232.0,15195.0,-5963.0,934.0,5256.0,35501.0,1758.0,4961.0,10181.0,9374.0,5649.0,33863.0,865.0,8269.0,20019.0,5582.0,5056.0,961.0,8745.0,10017.0,4593.0,2950.0,6211.0,1421.0,4279.0,25882.0,Constantine,SDN,2012.0,13.20474979,0.0,Algeria
Algeria,75,224419,1459,111,324,1,5,68,2,7,21,14,5,55,0,15,67,10,7,1,16,24,6,3,13,1,4,30,1459,80713,55,4797.0,6722.0,-1925.0,315.0,3424.0,24211.0,623.0,2314.0,6479.0,4445.0,1569.0,17442.0,185.0,4741.0,12105.0,2672.0,1662.0,410.0,3223.0,5870.0,2400.0,987.0,2210.0,761.0,1095.0,11190.0,Constantine,SEN,2012.0,84.50333118,0.296916553,Algeria
Algeria,30,3235560,637,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,35147,55,0.0,2368.0,-2368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Djelfa,SOM,2012.0,194.9006652,10.14274256,Algeria
Algeria,50,3235560,58,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3442,59,0.0,1010.0,-1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Djelfa,SRB,2012.0,3478.064729,486.5511617,Algeria
Algeria,75,3235560,1,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,59,0.0,830.0,-830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Djelfa,SSD,2012.0,6707.216401,21.79587027,Algeria
Algeria,30,7167955,17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,797,48,0.0,139.0,-139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Bayadh,SXM,2012.0,0.292980249,0.0,Algeria
Algeria,50,7167955,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,56,0.0,9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Bayadh,SYC,2012.0,0.607397483,0.0,Algeria
Algeria,75,7167955,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,65,0.0,9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Bayadh,SYR,2012.0,5370.641728,3916.678406,Algeria
Algeria,30,4381124,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,0.0,830.0,-830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Oued,TKM,2012.0,8.986908646,2.200274944,Algeria
Algeria,50,4381124,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,0.0,830.0,-830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Oued,TLS,2012.0,1887.382437,53.88302699,Algeria
Algeria,75,4381124,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,830.0,-830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Oued,TTO,2012.0,713.5393981,6.813048236,Algeria
Algeria,30,288775,121246,102419,4045,24,320,220,582,429,167,624,1113,906,552,1301,648,1133,1954,968,2108,17125,316,928,2974,2912,7803,2820,121246,6641700,55,594640.0,493176.0,101465.0,7207.0,79319.0,65892.0,163723.0,126163.0,47893.0,164045.0,287945.0,274505.0,171815.0,412020.0,184239.0,312069.0,467139.0,280927.0,661017.0,5107342.0,97709.0,260010.0,869176.0,1032877.0,1595480.0,1008212.0,El Tarf,UKR,2012.0,55521.11186,2270.555624,Algeria
Algeria,50,288775,97186,57027,4045,20,277,198,508,348,144,529,944,825,499,1190,539,854,1462,741,1749,14701,218,767,2256,2315,6078,2360,97186,5559877,57,511852.0,391322.0,120530.0,5857.0,70644.0,60392.0,146906.0,108958.0,42648.0,144294.0,248936.0,254222.0,158449.0,384422.0,162924.0,243004.0,368044.0,224011.0,582732.0,4609646.0,68510.0,216873.0,686186.0,848910.0,1266874.0,869143.0,El Tarf,UMI,2012.0,10.45293944,0.0,Algeria
Algeria,75,288775,57639,20331,4045,13,182,145,333,216,96,370,586,595,379,930,393,435,743,400,1111,9779,109,457,1320,1292,3033,1492,57639,3551675,62,348173.0,231548.0,116625.0,3429.0,49623.0,45979.0,102510.0,75082.0,31040.0,108424.0,162894.0,191693.0,123580.0,312052.0,129568.0,134214.0,218178.0,130471.0,411850.0,3403442.0,35581.0,130109.0,428970.0,506946.0,689723.0,582623.0,El Tarf,URY,2012.0,31387.53032,968.3204284,Algeria
Algeria,30,8446932,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,0.0,31.0,-31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghardaïa,VIR,2012.0,26.62460834,0.439689349,Algeria
Algeria,50,8446932,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,0.0,31.0,-31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghardaïa,VNM,2012.0,181241.5276,1987.952346,Algeria
Algeria,75,8446932,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,31.0,-31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghardaïa,VUT,2012.0,198.1865256,3.02503733,Algeria
Algeria,30,368504,59000,27689,2874,42,536,424,217,353,156,185,65,840,213,357,651,931,1340,443,353,5662,233,767,1244,1462,1293,455,59000,3107346,53,165847.0,230434.0,-64587.0,9711.0,135200.0,113835.0,60402.0,83590.0,39039.0,45741.0,18587.0,202127.0,63977.0,104262.0,161141.0,185545.0,241776.0,123116.0,82151.0,935362.0,74470.0,159265.0,252901.0,319371.0,261771.0,141138.0,Guelma,ZMB,2012.0,129518.8767,258.0091251,Algeria
Algeria,50,368504,44420,3965,2874,27,435,351,167,262,126,147,53,719,178,294,456,668,1130,333,272,4845,165,550,932,1050,1132,343,44420,2371969,53,133961.0,173576.0,-39616.0,6224.0,110099.0,95769.0,47215.0,63120.0,31952.0,37451.0,15465.0,173945.0,54172.0,85958.0,123383.0,132742.0,204533.0,93101.0,63538.0,816499.0,51859.0,113727.0,191639.0,232642.0,228812.0,107246.0,Guelma,ZWE,2012.0,13802.68934,130.1388092,Algeria
Algeria,75,368504,21489,1100,2874,14,267,220,87,130,57,82,31,414,106,170,250,285,575,138,127,2667,59,221,410,453,607,163,21489,1224299,57,74514.0,86681.0,-12166.0,3357.0,70485.0,62584.0,25674.0,33470.0,15111.0,22405.0,9307.0,104508.0,32899.0,50638.0,77482.0,61944.0,114838.0,42662.0,31094.0,500891.0,18437.0,47682.0,89993.0,113490.0,131048.0,53837.0,Guelma,AFG,2013.0,1.451841225,0.883811713,Algeria
Algeria,30,29353860,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illizi,ARG,2013.0,376776.5933,72815.57487,Algeria
Algeria,50,29353860,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illizi,ARM,2013.0,41.84126219,2.226772458,Algeria
Algeria,75,29353860,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illizi,ATG,2013.0,21.34523198,0.073634169,Algeria
Algeria,30,239832,114027,107325,1210,113,173,186,115,546,171,223,347,633,52,636,1138,742,765,606,315,3041,424,467,1166,935,224,1326,114027,6972217,61,224343.0,381561.0,-157219.0,34751.0,57134.0,61481.0,36870.0,179519.0,59309.0,75956.0,105230.0,231624.0,17580.0,224241.0,409362.0,250685.0,255082.0,212659.0,113997.0,1103430.0,158763.0,168974.0,419237.0,358758.0,81671.0,543562.0,Jijel,BEN,2013.0,1312.903123,0.990102871,Algeria
Algeria,50,239832,98266,79637,1210,101,161,176,104,515,156,202,329,603,48,604,1082,623,643,519,271,2681,374,414,1007,799,183,1185,98266,6397961,65,208549.0,328805.0,-120256.0,32391.0,54764.0,59479.0,34590.0,173403.0,56281.0,71426.0,101620.0,224859.0,16587.0,217480.0,397262.0,224289.0,229083.0,192723.0,103980.0,1021786.0,146180.0,155497.0,380065.0,324025.0,71338.0,507527.0,Jijel,BES,2013.0,4.360236983,0.150446182,Algeria
Algeria,75,239832,69641,49563,1210,70,124,143,75,414,121,153,266,521,34,505,904,393,379,354,181,1849,275,284,679,515,106,893,69641,4930513,71,161122.0,232678.0,-71555.0,24831.0,45307.0,50771.0,26966.0,146714.0,46678.0,57722.0,87204.0,201649.0,12612.0,189673.0,345437.0,155003.0,151052.0,142809.0,75042.0,761371.0,113922.0,113046.0,275747.0,227214.0,46240.0,408806.0,Jijel,BFA,2013.0,0.226484287,0.0,Algeria
Algeria,30,957148,20044,3561,3307,63,64,56,23,33,33,63,23,436,6,19,26,139,31,73,1,7,2,2,0,29,25,211,20044,1217499,61,15199.0,116501.0,-101301.0,17209.0,10938.0,13027.0,5065.0,8397.0,9209.0,16442.0,4144.0,118546.0,1855.0,4956.0,6511.0,47750.0,7911.0,11684.0,538.0,2532.0,903.0,680.0,67.0,5876.0,5616.0,49735.0,Khenchela,BLR,2013.0,28084.69737,187.9029548,Algeria
Algeria,50,957148,14614,691,3307,39,49,43,18,23,24,50,15,296,4,14,15,112,27,66,1,7,2,1,0,22,20,168,14614,874686,60,11004.0,89552.0,-78547.0,9646.0,8562.0,9880.0,4139.0,6027.0,6792.0,12677.0,2816.0,73718.0,1135.0,3742.0,3954.0,39448.0,6579.0,10626.0,487.0,2209.0,765.0,554.0,67.0,4538.0,4725.0,40013.0,Khenchela,BLZ,2013.0,16372.71043,1924.139561,Algeria
Algeria,75,957148,7442,140,3307,13,35,22,8,9,13,25,5,145,1,6,6,51,10,38,1,4,1,0,0,7,8,71,7442,454096,61,5257.0,48860.0,-43603.0,3445.0,6369.0,5114.0,1956.0,2404.0,4119.0,6790.0,1155.0,35736.0,328.0,1664.0,1711.0,18390.0,2702.0,6104.0,298.0,971.0,142.0,27.0,0.0,1600.0,2027.0,17867.0,Khenchela,BMU,2013.0,1.436534731,0.0,Algeria
Algeria,30,2755138,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Laghouat,BWA,2013.0,14.12186352,0.14600035,Algeria
Algeria,50,2755138,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Laghouat,CAF,2013.0,44182.45789,454.5823314,Algeria
Algeria,75,2755138,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Laghouat,CAN,2013.0,2807337.592,1983320.468,Algeria
Algeria,30,1793493,181,12,419,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,181,10550,58,3.0,1191.0,-1187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M'Sila,COD,2013.0,920604.2215,19414.6871,Algeria
Algeria,50,1793493,92,1,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,5349,58,1.0,814.0,-813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M'Sila,COG,2013.0,54641.41571,2062.506327,Algeria
Algeria,75,1793493,17,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1067,63,0.0,478.0,-478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M'Sila,COL,2013.0,138898.116,5187.199152,Algeria
Algeria,30,567376,2501,162,2193,31,7,6,54,10,3,20,31,5,9,18,1,0,0,0,0,0,0,0,0,1,1,1,2501,105745,42,1057.0,10323.0,-9267.0,4016.0,870.0,807.0,5687.0,2025.0,509.0,1964.0,3616.0,735.0,1137.0,2036.0,61.0,81.0,56.0,0.0,0.0,0.0,0.0,0.0,26.0,298.0,217.0,161.0,Mascara,CYM,2013.0,18.10549302,0.0,Algeria
Algeria,50,567376,523,26,2193,13,3,3,24,5,1,7,6,3,4,7,0,0,0,0,0,0,0,0,0,1,0,0,523,23900,46,491.0,4081.0,-3590.0,2167.0,439.0,522.0,2903.0,1163.0,179.0,724.0,866.0,436.0,583.0,877.0,43.0,57.0,21.0,0.0,0.0,0.0,0.0,0.0,18.0,194.0,57.0,43.0,Mascara,CYP,2013.0,13.50459562,6.784105108,Algeria
Algeria,75,567376,87,2,2193,7,1,1,8,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87,4447,51,162.0,2795.0,-2633.0,1269.0,76.0,218.0,1241.0,202.0,14.0,83.0,171.0,145.0,67.0,127.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,25.0,Mascara,CZE,2013.0,7658.876842,5.10321212,Algeria
Algeria,30,350398,5555,4159,2054,2,14,56,7,16,23,2,7,48,0,19,11,16,20,29,4,134,7,36,115,8,10,5,5555,291243,52,7539.0,24279.0,-16741.0,523.0,3900.0,16394.0,1939.0,4099.0,5564.0,298.0,2118.0,13882.0,142.0,5856.0,3779.0,5273.0,6941.0,9624.0,730.0,38462.0,2070.0,6979.0,39020.0,2469.0,1852.0,1472.0,Mila,ECU,2013.0,48383.14823,1843.683912,Algeria
Algeria,50,350398,3989,1748,2054,1,13,49,4,14,18,1,6,44,0,17,11,13,16,25,3,107,5,24,106,6,7,4,3989,226366,57,6602.0,18195.0,-11594.0,484.0,3599.0,14876.0,1285.0,3724.0,4584.0,122.0,1996.0,13037.0,61.0,5446.0,3713.0,4482.0,5921.0,8728.0,528.0,31929.0,1571.0,4601.0,36545.0,1997.0,1360.0,1254.0,Mila,EGY,2013.0,96.99929436,5.019161942,Algeria
Algeria,75,350398,2239,849,2054,1,6,28,2,6,7,0,4,26,0,9,9,10,12,18,1,58,3,10,77,4,3,1,2239,143220,64,4428.0,11795.0,-7367.0,393.0,2036.0,9026.0,558.0,2084.0,1816.0,66.0,1474.0,8398.0,44.0,3518.0,3099.0,3496.0,4682.0,6805.0,286.0,19409.0,1092.0,1753.0,28838.0,1464.0,653.0,858.0,Mila,ERI,2013.0,0.0,0.0,Algeria
Algeria,30,221143,4739,1303,1230,0,1,1,0,4,5,3,2,3,2,2,3,1,12,5,20,84,11,16,10,50,11,48,4739,194965,41,3410.0,30332.0,-26922.0,57.0,318.0,160.0,37.0,1006.0,1132.0,521.0,447.0,572.0,385.0,329.0,386.0,123.0,3334.0,1903.0,2932.0,18631.0,3711.0,5612.0,3417.0,14097.0,1263.0,18054.0,Mostaganem,FRA,2013.0,30351.83693,329.2878852,Algeria
Algeria,50,221143,2137,437,1230,0,0,1,0,1,2,1,1,1,0,1,2,0,6,5,6,40,4,9,9,35,5,16,2137,94461,44,1904.0,14619.0,-12715.0,24.0,105.0,73.0,20.0,387.0,505.0,252.0,215.0,224.0,96.0,188.0,193.0,66.0,1812.0,1832.0,748.0,11546.0,1260.0,3289.0,2993.0,10529.0,568.0,6876.0,Mostaganem,GAB,2013.0,44448.92835,296.9192153,Algeria
Algeria,75,221143,533,79,1230,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,9,0,3,2,7,0,3,533,26786,50,494.0,5152.0,-4658.0,14.0,14.0,55.0,0.0,94.0,67.0,16.0,33.0,120.0,39.0,82.0,112.0,8.0,380.0,834.0,9.0,3232.0,18.0,1046.0,670.0,2870.0,41.0,1604.0,Mostaganem,GBR,2013.0,28596.14521,879.3277983,Algeria
Algeria,30,871745,46591,23267,6684,502,106,201,196,517,266,242,578,302,18,296,492,66,197,176,88,295,1097,358,211,406,77,440,46591,2179713,47,80136.0,213370.0,-133234.0,106747.0,20831.0,35485.0,48996.0,80061.0,48080.0,68400.0,148922.0,76261.0,3944.0,83385.0,147984.0,19659.0,61128.0,42321.0,26569.0,79653.0,296144.0,95272.0,57613.0,105869.0,24562.0,165243.0,Médéa,GMB,2013.0,12.2167423,0.0,Algeria
Algeria,50,871745,27965,9619,6684,301,61,118,141,282,180,194,404,226,13,234,358,32,114,82,45,157,613,205,123,264,51,363,27965,1375313,49,56122.0,132660.0,-76538.0,74091.0,12878.0,23656.0,38305.0,47849.0,35273.0,57271.0,115686.0,61543.0,3064.0,69723.0,114526.0,10276.0,38820.0,21581.0,14528.0,46769.0,180883.0,58575.0,34520.0,70465.0,18341.0,142188.0,Médéa,GNB,2013.0,20704.22719,0.60299986,Algeria
