sci_name,legend,source,event_year,longitude,latitude
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.20608,51.733585
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.20587,51.73012
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.204,51.72626
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.20098,51.75669
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.200323,51.741687
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.194901,51.271488
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.194515,51.771907
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.194237,51.808231
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.193578,51.806929
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.193575,51.806029
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.193073,51.807334
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.192795,50.990804
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.192782,51.807155
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.192202,51.807335
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.192128,51.806931
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.191773,51.808685
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.191188,51.807517
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.190753,51.807518
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.19046,51.806979
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.189847,51.071199
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.189682,51.759867
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.189591,51.80725
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.189289,51.074348
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.189287,51.073988
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.189132,51.070931
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.188997,51.352288
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.188366,51.163281
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.187711,51.808601
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.183229,51.039962
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.182572,51.775028
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.182535,51.766037
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.177584,51.778317
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.165329,51.21983
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.164066,50.96522
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.141396,50.750675
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.13994,51.26414
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.138259,51.264824
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.13405,51.22633
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.122784,51.346981
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.118626,51.984148
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.117195,51.350854
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.115542,51.350271
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.110632,51.842775
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.10796,51.23387
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.107561,52.226903
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.10483,51.72577
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.098662,50.744079
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.09343,50.714093
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.092392,51.156112
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.071037,51.355701
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.059444,50.664161
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.054919,50.667131
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.054257,50.827829
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.054256,50.82729
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.053828,50.825402
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.053192,50.827875
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.045289,51.962127
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.037942,54.075207
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.037684,50.686535
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.027499,50.597671
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.022702,50.902972
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.018063,50.857516
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.011807,51.387958
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.010513,51.387598
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.010226,51.387508
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-2.006417,51.385395
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.999877,50.784858
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.998729,51.384631
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.997121,51.864495
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.991112,51.389936
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.990628,50.930266
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.990059,50.930805
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.988627,52.153455
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.979061,51.023694
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.971232,51.927428
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.968934,50.81372
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.967603,50.892314
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.9676,50.89194
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.966206,50.659136
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.962078,50.690609
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.954608,50.655894
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.950713,51.739196
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.950447,50.981961
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.948171,50.978903
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.946935,50.812363
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.946229,50.809215
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.944947,50.813531
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.942356,50.900712
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.940691,50.811371
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.939695,50.813169
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.939012,50.809447
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.93459,50.810019
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.934415,50.833489
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.93431,50.98131
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.926922,50.812262
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.924997,51.084144
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.921512,50.907489
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.91842,47.35722
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.914949,50.840311
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.91249,50.83202
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.901459,50.974197
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.901253,51.004321
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.900602,50.975455
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.9,51.0
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.891433,50.875722
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.881677,51.080646
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.878804,51.087477
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.878074,51.093681
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.876516,51.088824
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.876448,51.595956
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.876224,51.091251
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.874964,51.081808
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.874806,51.087473
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.874379,51.087113
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.874376,51.088192
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.874233,51.088192
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.874233,51.088282
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.87409,51.088282
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.873948,51.088012
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.866079,50.944757
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.855963,51.086193
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.855398,53.231001
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.798937,53.115636
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.779726,53.337357
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.762047,51.080824
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.760485,51.079202
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.757357,50.912569
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.753565,50.903479
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.753318,52.217705
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.7514,51.109532
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.747874,50.903916
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.747163,50.903825
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.746473,50.899957
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.74639,50.862908
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.745723,51.376084
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.743655,50.947071
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.74224,52.171605
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.741052,50.877464
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.740919,52.172501
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.736217,51.355022
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.734024,50.763602
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.733865,51.414002
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.733028,50.838958
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.733006,47.115039
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.731629,50.760809
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.731487,50.760899
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.730936,51.103776
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.730078,51.103954
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.72807,52.289347
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.728069,52.289527
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.727775,52.325532
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.727265,52.324947
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.726997,52.177505
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.71645,51.486523
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.713462,51.457653
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.708245,51.463215
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.705782,50.812904
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.705092,51.012533
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.705058,50.927916
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.70038,50.936312
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.700108,51.097541
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.697829,50.813603
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.695364,50.8216
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.694145,51.12738
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.692282,50.815297
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.691022,50.812686
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.690741,50.812236
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.690169,50.812864
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.68234,49.3389
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.680068,51.065432
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.679103,51.081165
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.676472,50.946454
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.676064,50.820559
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.675953,50.939259
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.675663,50.939978
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.675282,53.277389
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.668591,51.073852
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.666578,50.886762
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.666084,50.886356
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.662216,50.900238
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.662142,50.900643
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.661468,50.895605
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.660872,50.889443
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.66084,50.893939
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.660827,50.895738
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.660765,50.894524
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.660757,50.895603
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.660242,50.888138
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.654871,51.095394
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.651546,51.091293
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.644666,51.253083
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.644035,51.093203
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.641466,51.093016
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.634966,51.120691
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.634413,53.312821
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.62997,43.39394
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.62811,51.244939
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.626792,51.248442
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.624227,53.541054
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.623416,51.170471
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.62233,51.172131
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.622058,51.46751
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.608027,51.172084
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.594568,51.807289
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.592034,51.806876
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.584785,53.245512
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.580922,51.235068
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.580861,48.215322
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.579747,51.136017
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.579021,51.521447
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.575345,53.093745
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.573815,53.097515
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.568144,53.097135
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.568071,53.104416
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.567758,51.577019
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.56666,51.19488
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.564693,51.21689
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.563673,52.755703
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.563305,52.748061
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.563143,52.355606
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.562672,52.752104
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.562258,52.911576
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.562116,52.748416
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.562093,52.750753
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.561763,52.754078
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.560822,53.104884
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.560654,52.753849
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.56053,53.49895
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.557448,53.498265
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.547973,51.410915
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.545033,51.214163
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.536149,51.207789
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.536137,55.008781
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.533796,48.189071
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.52988,51.49545
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.529554,51.496443
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.528398,51.496798
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.523279,51.490393
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.522114,51.180756
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.502475,51.826402
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.498867,51.4113
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.49544,53.094962
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.491392,51.196858
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.48118,48.352719
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.477748,53.180956
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.47699,46.40894
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.476318,51.879785
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.476231,53.151959
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.47517,51.853616
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.470544,53.158451
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.469337,51.148382
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.465618,51.117568
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.465054,51.849614
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.450799,51.16246
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.449514,51.270357
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.446402,43.556835
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.446257,43.556949
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.44224,52.389844
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.441262,50.76675
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.436011,51.844399
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.43595,51.207349
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.43016,51.847967
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.42782,48.32544
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.427674,52.385594
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.423656,51.851397
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.413817,52.283531
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.411911,51.839111
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.409266,50.847211
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.408322,50.84887
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.407847,52.280535
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.40784,46.629508
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.404069,51.458962
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.402963,50.650688
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.400332,50.640647
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.399643,50.639295
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.399409,52.805418
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.387407,50.710275
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.386666,53.768511
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.386523,53.767881
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.38044,50.953713
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.379158,51.814397
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.374993,51.832357
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.372398,51.820655
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.371468,51.684029
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.371395,51.684073
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.370864,52.169671
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.359911,50.73769
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.35977,50.737689
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.35965,50.73607
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.359508,50.736069
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.349808,51.686473
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.349522,51.686202
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.349072,51.687368
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.348513,51.686017
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.348506,51.686466
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.34823,51.685565
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.348081,51.685834
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.345404,51.399349
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.333999,50.681205
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.331994,51.021113
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.3319,51.718876
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.331253,51.047861
Lampyris noctiluca,Extant (resident),"GBIF.org, 2022",2020.0,-1.329814,51.048752
