sci_name,legend,source,event_year,longitude,latitude
Hubbsina turneri,Extant (resident),de Jong,2014.0,-101.4795,19.8745
Hubbsina turneri,Extant (resident),Köck et al.,2014.0,-101.7773,19.8256
Hubbsina turneri,Extant (resident),Lyons,2015.0,-101.7876,19.8273
Ictalurus mexicanus,Extant (resident), ,1971.0,-99.35417,21.98083
Ictalurus mexicanus,Extant (resident), ,1974.0,-99.3,22.0
Ameca splendens,Extant (resident),Köck et al.,2016.0,-104.0793,20.9014
Ameca splendens,Extant (resident),Domínguez-Domínguez,2017.0,-103.845,20.6801
Ameca splendens,Extant (resident),Domínguez-Domínguez,2017.0,-103.8433,20.681
Ameca splendens,Extant (resident),Domínguez-Domínguez,2017.0,-103.8431,20.6761
Ameca splendens,Extant (resident),Domínguez-Domínguez,2017.0,-103.8427,20.6758
Ameca splendens,Extant (resident),Domínguez-Domínguez,2017.0,-103.8415,20.6896
Ameca splendens,Extant (resident),Köck et al.,2016.0,-103.8417,20.6897
Ameca splendens,Extant (resident),Soltz et al.,1977.0,-103.844,20.6814
Ameca splendens,Possibly Extinct,Domínguez-Domínguez,2005.0,-103.5148,19.955
Ameca splendens,Possibly Extinct,Peters & McIntosh,1949.0,-103.927,20.5626
Allotoca diazi,Extant (resident),Domínguez-Domínguez,1998.0,-101.5651,19.5575
Allotoca diazi,Extant (resident),Instituto Politécnico Nacional,1941.0,-101.5214,19.5205
Allotoca diazi,Extant (resident),Köck et al.,2017.0,-101.5215,19.573
Allotoca diazi,Possibly Extinct,Barbour & Douglass,1969.0,-101.7064,19.5861
Allotoca diazi,Possibly Extinct,Barbour & Douglass,1969.0,-101.5726,19.6367
Allotoca diazi,Possibly Extinct,Jiménez,1990.0,-101.6508,19.5717
Allotoca diazi,Possibly Extinct,Lyons,1991.0,-101.616,19.5623
Chirostoma attenuatum,Extant (resident),Eduardo Soto-Galera,1956.0,-101.61917,19.54556
Chirostoma attenuatum,Extant (resident),Eduardo Soto-Galera,1957.0,-101.6475,19.58556
Chirostoma attenuatum,Extant (resident),Eduardo Soto-Galera,1957.0,-101.61917,19.54556
Chirostoma attenuatum,Extant (resident),Eduardo Soto-Galera,1998.0,-101.65389,19.54056
Zoogoneticus tequila,Extant (resident),Lambert,1990.0,-103.8436,20.6816
Pseudodon cumingii,Extant (resident),Collected by Alexandra Zieritz et al. 2015,2015.0,100.2648056,6.43055556
Pseudodon cumingii,Extant (resident),Collected by Alexandra Zieritz et al. 2015,2015.0,100.26625,6.51702778
Pseudodon cumingii,Extant (resident),Collected by Alexandra Zieritz et al. 2015,2015.0,100.5486944,6.18625
Pseudodon cumingii,Extant (resident),Collected by John Pfeiffer et al. 2016,2016.0,100.07152,20.2682
Scleronema operculatum,Extant (resident),CRIA,0.0,-55.12944412,-29.54055595
Scleronema operculatum,Extant (resident),CRIA,0.0,-54.84999847,-29.63333321
Scleronema operculatum,Extant (resident),CRIA,0.0,-54.67194366,-29.47166634
Scleronema operculatum,Extant (resident),CRIA,0.0,-54.36333333,-30.69111111
Scleronema operculatum,Extant (resident),GBIF,0.0,-54.835721,-29.904987
Scleronema operculatum,Presence Uncertain,CRIA,0.0,-57.81,-28.85
Garcialebias charrua,Extant (resident),CRIA,,-53.48333359,-33.70000076
Garcialebias charrua,Extant (resident),CRIA,,-53.44166667,-33.68972222
Garcialebias charrua,Extant (resident),CRIA,,-53.16277778,-32.69666667
Garcialebias charrua,Extant (resident),CRIA,,-52.64333333,-32.74138889
Garcialebias charrua,Extant (resident),GBIF,,-54.398834,-33.22167
Garcialebias charrua,Extant (resident),GBIF,,-54.301,-33.454666
Garcialebias charrua,Extant (resident),GBIF,,-54.3,-33.613667
Garcialebias charrua,Extant (resident),GBIF,,-53.9,-32.916668
Garcialebias charrua,Extant (resident),GBIF,,-53.5435,-33.920166
Garcialebias charrua,Extant (resident),,,-54.916786,-34.813013
Garcialebias charrua,Extant (resident),,,-54.575587,-33.799506
Garcialebias charrua,Extant (resident),,,-54.571467,-33.801117
Garcialebias charrua,Extant (resident),,,-54.549722,-33.204167
Garcialebias charrua,Extant (resident),,,-54.5127,-33.574233
Garcialebias charrua,Extant (resident),,,-54.501181,-33.572874
Garcialebias charrua,Extant (resident),,,-54.483175,-33.883389
Garcialebias charrua,Extant (resident),,,-54.472661,-33.663903
Garcialebias charrua,Extant (resident),,,-54.4149,-33.8741
Garcialebias charrua,Extant (resident),,,-54.39571,-33.224806
Garcialebias charrua,Extant (resident),,,-54.3373,-33.304133
Garcialebias charrua,Extant (resident),,,-54.112728,-34.053396
Garcialebias charrua,Extant (resident),,,-54.101834,-33.597497
Garcialebias charrua,Extant (resident),,,-53.929269,-33.239995
Garcialebias charrua,Extant (resident),,,-53.901835,-33.861071
Garcialebias charrua,Extant (resident),,,-53.884646,-33.143305
Garcialebias charrua,Extant (resident),,,-53.865762,-33.446664
Garcialebias charrua,Extant (resident),,,-53.864172,-34.056148
Garcialebias charrua,Extant (resident),,,-53.854945,-34.061449
Garcialebias charrua,Extant (resident),,,-53.8382,-34.12584
Garcialebias charrua,Extant (resident),,,-53.828952,-34.039573
Garcialebias charrua,Extant (resident),,,-53.821102,-34.028216
Garcialebias charrua,Extant (resident),,,-53.800543,-33.256394
Garcialebias charrua,Extant (resident),,,-53.776682,-34.206109
Garcialebias charrua,Extant (resident),,,-53.774485,-34.197026
Garcialebias charrua,Extant (resident),,,-53.774286,-34.205394
Garcialebias charrua,Extant (resident),,,-53.773464,-33.251939
Garcialebias charrua,Extant (resident),,,-53.769908,-34.200627
Garcialebias charrua,Extant (resident),,,-53.746405,-34.073652
Garcialebias charrua,Extant (resident),,,-53.742145,-33.906392
Garcialebias charrua,Extant (resident),,,-53.723553,-33.601803
Garcialebias charrua,Extant (resident),,,-53.720229,-33.906355
Garcialebias charrua,Extant (resident),,,-53.699413,-33.904703
Garcialebias charrua,Extant (resident),,,-53.644187,-33.974314
Garcialebias charrua,Extant (resident),,,-53.599289,-34.017419
Garcialebias charrua,Extant (resident),,,-53.585891,-34.005554
Garcialebias charrua,Extant (resident),,,-53.576737,-33.661461
Garcialebias charrua,Extant (resident),,,-53.542033,-33.920421
Garcialebias charrua,Extant (resident),,,-53.527191,-33.770976
Garcialebias charrua,Extant (resident),,,-53.52406,-33.892893
Garcialebias charrua,Extant (resident),,,-53.5239,-33.689739
Garcialebias charrua,Extant (resident),,,-53.515565,-33.896259
Garcialebias charrua,Extant (resident),,,-53.515498,-33.896292
Garcialebias charrua,Extant (resident),,,-53.504661,-33.804205
Garcialebias charrua,Extant (resident),,,-53.472466,-33.734082
Garcialebias charrua,Extant (resident),,,-53.471621,-33.748141
Garcialebias charrua,Extant (resident),,,-53.458964,-33.706468
Garcialebias charrua,Extant (resident),,,-53.421436,-33.753468
Garcialebias charrua,Extant (resident),,,-53.40362,-33.75391
Garcialebias charrua,Extant (resident),,,-53.394517,-33.754408
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-54.138121,-31.514197
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-54.139716,-31.579035
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-54.155696,-31.724733
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-54.138145,-31.428836
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-53.460533,-32.424155
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-54.237,-32.353333
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-54.146667,-31.68
Matilebias juanlangi,Extant (resident),"Volcan et al., 2011a",,-53.726111,-32.124444
Matilebias juanlangi,Extant (resident),"Volcan et al., 2011a",,-53.971667,-31.580833
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-54.205333,-32.3745
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-54.188667,-32.374333
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-54.663209,-32.112008
Matilebias juanlangi,Extant (resident),"Volcan et al., 2011a",,-53.774444,-32.015556
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-53.719833,-32.765833
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-55.141333,-32.092667
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-54.8045,-32.288167
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-54.474833,-32.365167
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-54.462667,-32.368333
Matilebias juanlangi,Extant (resident),"Costa, 2006",,-54.5345,-32.173
Matilebias juanlangi,Extant (resident),CRIA,,-54.24083333,-31.29027778
Matilebias juanlangi,Extant (resident),CRIA,,-54.15,-31.66666667
Matilebias juanlangi,Extant (resident),CRIA,,-54.13666667,-31.49111111
Matilebias juanlangi,Extant (resident),CRIA,,-54.13444444,-31.41111111
Matilebias juanlangi,Extant (resident),CRIA,,-54.03444444,-31.76194444
Matilebias juanlangi,Extant (resident),CRIA,,-53.97166667,-31.58083333
Matilebias juanlangi,Extant (resident),CRIA,,-53.77444444,-32.01555556
Matilebias juanlangi,Extant (resident),CRIA,,-53.72611111,-32.12444444
Matilebias juanlangi,Extant (resident),GBIF,,-55.141335,-32.092667
Matilebias juanlangi,Extant (resident),GBIF,,-54.8045,-32.288166
Matilebias juanlangi,Extant (resident),GBIF,,-54.666,-32.111332
Matilebias juanlangi,Extant (resident),GBIF,,-54.5345,-32.173
Matilebias juanlangi,Extant (resident),GBIF,,-54.474834,-32.365166
Matilebias juanlangi,Extant (resident),GBIF,,-54.462666,-32.368332
Matilebias juanlangi,Extant (resident),GBIF,,-54.237,-32.353333
Matilebias juanlangi,Extant (resident),GBIF,,-54.205334,-32.3745
Matilebias juanlangi,Extant (resident),GBIF,,-54.188667,-32.374332
Matilebias juanlangi,Extant (resident),GBIF,,-54.145836,-31.68
Matilebias juanlangi,Extant (resident),GBIF,,-54.0,-32.0
Matilebias juanlangi,Extant (resident),GBIF,,-53.719833,-32.765835
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-55.43345,-32.444747
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-55.228815,-32.450481
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-55.024493,-32.501975
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.93541,-32.443858
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.82074,-32.287792
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.680759,-32.418834
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.666419,-32.110127
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.665878,-32.110248
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.650277,-31.489951
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.627453,-32.303494
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.619587,-31.646958
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.585276,-32.496087
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.5613,-31.982918
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.546657,-32.455353
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.546451,-32.516834
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.538197,-32.184532
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.533274,-32.512491
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.530874,-32.519993
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.527045,-32.492622
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.409668,-32.438277
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.408283,-31.7308
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.341426,-31.804781
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.283488,-32.43529
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.280091,-32.053583
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.236406,-32.353809
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.221367,-32.382322
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.212534,-32.430523
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.185459,-32.372383
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.173788,-32.462211
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.1622,-31.950683
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.143219,-32.12597
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.133487,-32.004941
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.111274,-32.119697
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.109333,-32.120556
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.094262,-32.024825
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-54.000805,-32.039044
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-53.914447,-31.965903
Matilebias juanlangi,Extant (resident),M. Loureiro pers comm. 2024,,-53.734361,-32.13287
Garcialebias reicherti,Extant (resident),,0.0,-53.9211998,-32.92679977
Garcialebias reicherti,Extant (resident),,0.0,-53.91579819,-32.92279816
Garcialebias reicherti,Extant (resident),,0.0,-53.88000107,-32.99079895
Garcialebias reicherti,Extant (resident),,0.0,-53.87139893,-32.98220062
Garcialebias reicherti,Extant (resident),,0.0,-53.84370041,-33.00790024
Garcialebias reicherti,Extant (resident),,0.0,-53.83980179,-33.04629898
Garcialebias reicherti,Extant (resident),,0.0,-53.7818985,-33.17110062
Garcialebias reicherti,Extant (resident),,0.0,-53.6473999,-32.78160095
Garcialebias reicherti,Extant (resident),,0.0,-53.64009857,-32.78340149
Garcialebias reicherti,Extant (resident),,0.0,-53.54330063,-32.7723999
Garcialebias reicherti,Extant (resident),,0.0,-53.46989822,-32.51910019
Garcialebias reicherti,Extant (resident),,0.0,-53.45080185,-32.78540039
Garcialebias reicherti,Extant (resident),,0.0,-53.43920135,-32.59270096
Garcialebias reicherti,Extant (resident),,0.0,-53.28900146,-32.7220993
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-55.5,-25.33333397
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-55.5,-25.33333397
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-55.16666794,-25.38333321
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-56.483139,-25.634805
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-55.380959,-25.37354
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-53.53171111,-25.48838056
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-52.7844167,-25.9553333
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-54.3914444,-25.6203333
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-54.3658611,-25.5938889
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-54.4680556,-25.6386111
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-54.4569444,-25.65
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-54.391389,-25.620278
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-54.3913889,-25.6202778
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-54.3658333,-25.5938889
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-54.38983889,-25.61410278
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-54.37153056,-25.59549722
Gymnogeophagus setequedas,Extant (resident),splink,0.0,-53.85636389,-25.68266667
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-55.5,-25.33333
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-55.383333,-25.066667
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-54.63,-25.431667
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-54.391444,-25.620333
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-54.389839,-25.614103
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-54.38,-25.61
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-54.371531,-25.595497
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-54.365861,-25.593889
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-54.18,-25.908333
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-53.990333,-25.5881
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-53.856364,-25.682667
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-53.85,-25.68
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-53.81,-25.53
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-53.67,-25.41
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-53.531711,-25.488381
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-53.531025,-25.46005
Gymnogeophagus setequedas,Extant (resident),gbif,0.0,-53.53,-25.48
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-57.16666667,-21.11666667
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-57.03977778,-19.54124722
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-57.0145,-19.57563889
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-57.011667,-19.576944
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-56.8580556,-16.7472222
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-56.74639,-20.11722
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-56.62277778,-16.25694444
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-56.533333,-19.549722
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-56.39956389,-16.53493056
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-56.291157,-16.370493
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-56.083332,-15.866667
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-55.9027778,-16.3388889
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-55.9,-16.33
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-54.583332,-25.433332
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-54.57876667,-25.59056667
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-54.400002,-24.866667
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-54.25583333,-24.08
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-54.25,-24.05
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-53.8566667,-23.3388889
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-53.716667,-23.25
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-53.6716667,-24.7919444
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-53.6702778,-24.7927778
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-53.6002778,-22.8563889
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-53.5979667,-25.5711833
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-53.5666667,-22.8
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-53.5391667,-22.8
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-53.5372222,-22.7944444
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-53.5,-22.5
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-53.4894444,-22.7816667
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-53.243626,-22.756676
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-53.2247222,-22.6905556
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-53.2177778,-22.7241667
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-52.95885833,-22.482675
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-52.95556,-22.37
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-52.74027778,-27.43388889
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-52.244444,-25.746111
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-51.98830556,-27.37869444
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-51.490276,-20.655001
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-51.4611111,-23.5513889
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-51.075278,-19.316667
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-51.00222,-20.17944
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-50.519402,-22.952801
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-50.44775,-23.03163889
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-49.9683,-22.9503
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-49.9683,-22.9489
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-49.9636,-22.9186
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-49.6005556,-18.5372222
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-48.709702,-23.5028
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-48.5483333,-17.7269444
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-48.0333333,-18.9194444
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-47.7305556,-19.1291667
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-47.416668,-22.0
Piaractus mesopotamicus,Extant (resident),CRIA,0.0,-47.1680556,-19.1780556
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-57.704962,-16.076234
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-57.166667,-21.116667
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-57.0145,-19.575639
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-57.011667,-19.576944
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-56.858056,-16.747222
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-56.622778,-16.256944
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-56.533333,-19.549722
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-56.4417,-21.4342
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-56.3286,-19.6028
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-54.578767,-25.590567
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-53.597967,-25.571183
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-52.958858,-22.482675
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-51.075278,-19.316667
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-51.0,-23.39
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-50.53,-22.95
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-50.44775,-23.031639
Piaractus mesopotamicus,Extant (resident),GBIF,0.0,-50.36,-23.07
Psalidodon ojiara,Extant (resident),"Araya et al., 2012",2012.0,-53.983333,-26.983333
Psalidodon ojiara,Extant (resident),"Azpelicueta y García, 2000",2000.0,-54.083333,-26.666667
Psalidodon ojiara,Extant (resident),"Flores et al., 2015",2015.0,-54.130833,-26.836389
Psalidodon leonidas,Extant (resident),"Azpelicueta et al., 2002a",2002.0,-54.083333,-25.766667
Psalidodon leonidas,Extant (resident),"Azpelicueta et al., 2002a",2002.0,-53.71,-26.166667
Psalidodon leonidas,Extant (resident),"Casciotta et al., 2016b",2016.0,-54.480694,-25.729083
Psalidodon leonidas,Extant (resident),"Casciotta et al., 2016b",2016.0,-54.50825,-25.679972
Garcialebias arachan,Extant (resident),CRIA,,-53.72444444,-32.06138889
Garcialebias arachan,Extant (resident),GBIF,,-55.148335,-32.09083
Garcialebias arachan,Extant (resident),GBIF,,-54.8045,-32.288166
Garcialebias arachan,Extant (resident),GBIF,,-54.666,-32.111332
Garcialebias arachan,Extant (resident),GBIF,,-54.188667,-32.374332
Garcialebias arachan,Extant (resident),GBIF,,-54.063835,-32.24267
Garcialebias arachan,Extant (resident),GBIF,,-54.0,-32.25
Psalidodon ita,Extant (resident),"Almirón et al., 2002",2002.0,-53.97025,-25.786889
Psalidodon ita,Extant (resident),"Almirón et al., 2002",2002.0,-53.97025,-25.786889
Psalidodon ita,Extant (resident),"Casciotta et al., 2016b",2016.0,-54.446667,-25.683972
Psalidodon ita,Extant (resident),"Casciotta et al., 2016b",2016.0,-54.168278,-25.680611
Gymnolebias gymnoventris,Extant (resident),,0.0,-54.76620102,-33.82960129
Gymnolebias gymnoventris,Extant (resident),,0.0,-54.71009827,-33.70780182
Gymnolebias gymnoventris,Extant (resident),,0.0,-54.67850113,-34.03430176
Gymnolebias gymnoventris,Extant (resident),,0.0,-54.61600113,-34.11439896
Gymnolebias gymnoventris,Extant (resident),,0.0,-54.60169983,-34.10589981
Gymnolebias gymnoventris,Extant (resident),,0.0,-54.56790161,-33.52420044
Gymnolebias gymnoventris,Extant (resident),,0.0,-54.47269821,-33.66389847
Gymnolebias gymnoventris,Extant (resident),,0.0,-54.43009949,-33.8669014
Gymnolebias gymnoventris,Extant (resident),,0.0,-54.39500046,-33.13230133
Gymnolebias gymnoventris,Extant (resident),,0.0,-54.24039841,-34.05730057
Gymnolebias gymnoventris,Extant (resident),,0.0,-54.18349838,-33.25870132
Gymnolebias gymnoventris,Extant (resident),,0.0,-53.92430115,-34.19929886
Gymnolebias gymnoventris,Extant (resident),,0.0,-53.82389832,-34.03129959
Gymnolebias gymnoventris,Extant (resident),,0.0,-53.72019958,-33.90639877
Glandulocauda melanopleura,Extant (resident),Camelier et al. 2018,0.0,-46.93908333,-23.96430556
Glandulocauda melanopleura,Extant (resident),Camelier et al. 2018,0.0,-46.68066667,-23.98872222
Glandulocauda melanopleura,Extant (resident),Camelier et al. 2018,0.0,-46.311,-23.67033333
Glandulocauda melanopleura,Extant (resident),Camelier et al. 2018,0.0,-45.89919444,-23.66805556
Glandulocauda melanopleura,Extant (resident),Camelier et al. 2018,2004.0,-46.2,-23.78333333
Titanolebias prognathus,Extant (resident),"Costa, 2006",,-53.543509,-33.919859
Titanolebias prognathus,Extant (resident),"Costa, 2006",,-53.41915,-33.662863
Titanolebias prognathus,Extant (resident),"Costa, 2006",,-54.2905,-33.604333
Titanolebias prognathus,Extant (resident),"Costa, 2006",,-53.65975,-33.900813
Titanolebias prognathus,Extant (resident),"Costa, 2006",,-53.718439,-33.601215
Titanolebias prognathus,Extant (resident),"Costa, 2006",,-54.599484,-34.089824
Titanolebias prognathus,Extant (resident),"Costa, 2006",,-53.524263,-33.698695
Titanolebias prognathus,Extant (resident),CRIA,,-53.44166667,-33.68972222
Titanolebias prognathus,Extant (resident),GBIF,,-54.600834,-34.105335
Titanolebias prognathus,Extant (resident),GBIF,,-53.5435,-33.920166
Titanolebias prognathus,Extant (resident),M. Loureiro pers comm. 2024,,-54.68797,-33.691264
Titanolebias prognathus,Extant (resident),M. Loureiro pers comm. 2024,,-54.602704,-34.084764
Titanolebias prognathus,Extant (resident),M. Loureiro pers comm. 2024,,-54.48372,-33.878691
Titanolebias prognathus,Extant (resident),M. Loureiro pers comm. 2024,,-54.472661,-33.663903
Titanolebias prognathus,Extant (resident),M. Loureiro pers comm. 2024,,-54.414615,-33.873684
Titanolebias prognathus,Extant (resident),M. Loureiro pers comm. 2024,,-53.776682,-34.206109
Titanolebias prognathus,Extant (resident),M. Loureiro pers comm. 2024,,-53.775294,-34.205595
Titanolebias prognathus,Extant (resident),M. Loureiro pers comm. 2024,,-53.769908,-34.200627
Titanolebias prognathus,Extant (resident),M. Loureiro pers comm. 2024,,-53.644187,-33.974314
Titanolebias prognathus,Extant (resident),M. Loureiro pers comm. 2024,,-53.542033,-33.920421
